Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 09 Aug 2023 10:56:43 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2005-0537-IND,2005,0537,,Natural,Meteorological,Storm,,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Orissa provinces",,,,,,,,,Kph,,,,,2005,9,20,2005,9,20,33,,11000,50000,61000,,,,,,,66.7310579862028,1,1485;1504,,"Andhra Pradesh, Orissa (Adm1). "
2006-0548-IND,2006,0548,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rai,"Slide (land, mud, snow, rock)",,,,,,,Km2,32.89,73.88,,"Jhelum, Sutlej, Lidder, Chenab, Tavi, Tawi, Munnawar Tawi",2006,8,31,2006,9,11,19,,15000,,15000,,,,,,,68.8837587123464,1,40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,Jammu and Kashmir (Administrative unit not available) (Adm1). 
2006-0370-IND,2006,0370,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Gajapati, Rayagada districts (Orissa province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,31360,Km2,19.17,83.65,,"Gajapati, Rayagada, Jhingiritial",2006,7,3,2006,7,8,33,,,,,,,,,,,68.8837587123464,2,,70213;70224,"Gajapati, Rayagada (Adm2). "
2006-0417-IND,2006,0417,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,4474,165400,Km2,20.19,73.82,,"Narmada, Pooma, Puma, Ambika",2006,7,28,2006,9,12,350,65,,4000000,4000065,,,407000,590850,3390000,4921334,68.8837587123464,1,1485;1491;1494;1498;1504;1506;70075;70079,,"Andhra Pradesh, Chhattisgarh, Gujarat, Karnataka, Madhya Pradesh, Maharashtra, Orissa, Rajasthan (Adm1). "
2006-0740-IND,2006,0740,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Gujarat provinces",,Rain,,,,,,,Kph,,,,,2006,5,2,2006,5,2,76,,,,,,,,,,,68.8837587123464,1,1491;70081,,"Gujarat, Uttar Pradesh (Adm1). "
2006-0510-IND,2006,0510,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,Flood,,,,,,,Kph,19.73,83.75,,,2006,9,18,2006,10,5,114,300,,150000,150300,,,,,,,68.8837587123464,1,1485;1511;70073,,"Andhra Pradesh, Bihar, West Bengal (Adm1). "
2006-0207-IND,2006,0207,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",Heavy rain,,,,,,,190900,Km2,17.43,82.81,,,2006,4,15,2006,4,18,20,,,,,,,,,,,68.8837587123464,2,,17547;17553;17554;17555;17556;17558;17559;17560;17562;17564;17565;17568,"Adilabad, Hyderabad, Karimnagar, Khammam, Krishna, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Srikakulam, Warangal (Adm2). "
2006-0734-IND,2006,0734,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,Madhya Pradesh province,,,,,,,,,Km2,,,,,2006,10,1,2006,10,1,39,,,,,,,,,,,68.8837587123464,1,70079,,Madhya Pradesh (Adm1). 
2006-0262-IND,2006,0262,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Assam, Tripura provinces",Monsoonal rain,,,,,,,47020,Km2,26.6,94.02,,Brahmaputra and tributaries,2006,5,31,2006,7,24,21,,504000,,504000,,,,,,,68.8837587123464,1,1487;1509,,"Assam, Tripura (Adm1). "
2006-0263-IND,2006,0263,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Kerala province,Monsoonal rain,,,,,,,42690,Km2,10.54,76.05,,,2006,5,25,2006,6,2,32,,10800,,10800,,,,,,,68.8837587123464,1,1495,,Kerala (Adm1). 
2006-0265-IND,2006,0265,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Maharashtra, Gujarat provinces",Monsoonal rain,,,,,,,395400,Km2,18.73,75.23,,,2006,5,31,2006,6,4,41,,,,,,,,,,,68.8837587123464,1,1491;1498,,"Gujarat, Maharashtra (Adm1). "
2006-0342-IND,2006,0342,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Ballia, Chandauli districts (Uttar Pradesh province)",Monsoonal rain,,,,,,,13110,Km2,25.62,83.67,,Ganges and tributaries,2006,6,24,2006,6,27,130,,300000,,300000,,,,,,,68.8837587123464,2,,17894;70262,"Ballia, Chandauli (Adm2). "
2006-0369-IND,2006,0369,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Navsari, The Dangs districts (Gujarat)",Heavy rain,,,,,,,170100,Km2,22.41,71.31,,,2006,7,4,2006,7,7,24,,8400,,8400,,,,,,,68.8837587123464,2,,17651;70127,"Navsari, The Dangs (Adm2). "
2006-0389-IND,2006,0389,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,,,,,,,,Km2,34.61,73.2,,"Jelum, Chenab",2006,7,24,2006,8,22,15,,800,,800,,,,,,,68.8837587123464,1,40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,Jammu and Kashmir (Administrative unit not available) (Adm1). 
2006-0443-IND,2006,0443,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Gujarat province,Monsoonal rain,,,,,,,,Km2,,,,,2006,8,,2006,8,,,,50000,,50000,,,,,,,68.8837587123464,1,1491,,Gujarat (Adm1). 
2006-0469-IND,2006,0469,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",Monsoonal rain,,,,,,,,Km2,,,,,2006,8,18,2006,9,2,135,,20000,,20000,,,,,,,68.8837587123464,2,,17837;17848;17853;17860,"Barmer, Jaisalmer, Kota, Udaipur (Adm2). "
2006-0549-IND,2006,0549,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",Monsoonal rain,,,,,,,32700,Km2,27.59,81.52,,"Rapti, Ghaghra, SAryu",2006,8,29,2006,9,4,42,,100000,,100000,,,,,,,68.8837587123464,2,,17893;17896;17913;17921;70261;70277,"Bahraich, Balrampur, Bara Banki, Gonda, Lakhimpur Kheri, Shravasti (Adm2). "
2006-0601-IND,2006,0601,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh provinces",Monsoonal rain and Cyclonic storm Ogni,,,,,,,40090,Km2,14.13,79.93,,"Godavari, Krishna deltas",2006,10,26,2006,11,4,47,,225000,,225000,,,,,,,68.8837587123464,1,1485;1508,,"Andhra Pradesh, Tamil Nadu (Adm1). "
2006-0712-IND,2006,0712,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Orissa, Andhra Pradesh, Chhattisgarh provinces",Monsoonal rain,,,,,,,302800,Km2,18.1,81.53,,,2006,8,1,2006,9,10,185,,2000000,,2000000,,,,,,,68.8837587123464,1,1485;1504;70075,,"Andhra Pradesh, Chhattisgarh, Orissa (Adm1). "
2006-0731-IND,2006,0731,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Madhya Pradesh, Maharashtra, Rajasthan provinces",Heavy rains and hailstorms,,,,,,,,Km2,,,,,2006,3,9,2006,3,10,61,113,,,113,,,,,,,68.8837587123464,1,1498;1506;70079,,"Madhya Pradesh, Maharashtra, Rajasthan (Adm1). "
2006-0237-IND,2006,0237,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",,,,,,,,,°C,,,,,2006,5,,2006,5,,47,,,,,,,,,,,68.8837587123464,1,1489;1504;1505;70081,,"Delhi, Orissa, Punjab, Uttar Pradesh (Adm1). "
2007-0687-IND,2007,0687,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,Jammu and Kashmir province,,Snow/ice,Rain,,,,,,°C,,,,,2007,3,11,2007,3,14,66,25,,,25,,,,,,,70.848792703253,1,40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,Jammu and Kashmir (Administrative unit not available) (Adm1). 
2007-0250-IND,2007,0250,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",Monsoonal rain and tropical cyclone,"Slide (land, mud, snow, rock)",,,,,,449300,Km2,14.94,78.16,,"Krishna, Godavari and tributaries",2007,6,22,2007,7,4,127,,200000,,200000,,,,,,,70.848792703253,2,,17548;17550;17551;17552;17557;17558;17563;17569;17679;17682;17688;17689;17692;17708;17776;70157;70184,"Anantapur, Bagalkot, Belgaum, Bijapur, Cuddapah, East Godavari, Guntur, Hassan, Kodagu, Kurnool, Mahbubnagar, Mumbai city, Mysore, Prakasam, Pune, Thrissur, West Godavari (Adm2). "
2007-0364-IND,2007,0364,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Himachal Pradesh province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,191400,Km2,31.24,76.53,,"Tawi, Sutlej, Basantar",2007,8,12,2007,8,17,76,,15000,,15000,,,,,,,70.848792703253,1,1493,,Himachal Pradesh (Adm1). 
2007-0467-IND,2007,0467,,Natural,Hydrological,Flood,Coastal flood,,,India,IND,Southern Asia,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",Tropical depression in Bay of Bengal,,,,,,,72010,Km2,20.91,86.4,,"Brahmani, Baitarani, Burhabalang, Budhabalanga, Suvarnarekha, Kalo, Sunei, Jalaka, Kansabansha (Orissa), Hugli, Kangsabati, Keleghai, Silabati, Subarnarekha, Dulung, Bhagirathihad, Bhagirathiis, Bhagirati (West Be,gal",2007,9,22,2007,10,3,80,,7200000,,7200000,,,,,275000,388151,70.848792703253,2,,17809;17816;17818;17950;70207;70209;70214;70215;70217;70218;70219;70291;70292;70294;70296,"Baleshwar, Bhadrak, Cuttack, East Midnapore, Hugli, Jagatsinghpur, Jajpur, Kandhamal, Kendrapara, Khordha, Kolkata, Mayurbhanj, Puri, South 24 Parganas, West Midnapore (Adm2). "
2007-0225-IND,2007,0225,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",Monsoonal rain,,,,,,,74890,Km2,26.26,94.02,,Brahmaputra and tributaries,2007,6,18,2007,6,26,15,,200000,,200000,,,,,,,70.848792703253,2,,17577;17578;17580;17585;70087;70088;70091,"Cachar, Darrang, Dhemaji, Dibrugarh, Hailakandi, Karimganj, Lakhimpur (Adm2). "
2007-0238-IND,2007,0238,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",Monsoonal rain,,,,,,,61700,Km2,22.02,72.25,,Pooma,2007,7,1,2007,7,13,225,,63000,,63000,,,,,,,70.848792703253,1;2,1506;70079,17636;17639;17641;17642;17647;17650;70121;70130,"Madhya Pradesh, Rajasthan (Adm1). Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar (Adm2). "
2007-0239-IND,2007,0239,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",Monsoonal rain,,,,,,,106600,Km2,21.03,77.52,,,2007,7,1,2007,7,6,62,,10000,,10000,,,,,,,70.848792703253,2,,17759;17777;17778;17779;17783;70183;70184,"Amravati, Mumbai city, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane (Adm2). "
2007-0240-IND,2007,0240,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,,,,,,74000,Km2,20.05,81.86,,Mahanadi and tributaries,2007,6,30,2007,7,13,29,,50000,,50000,,,,,,,70.848792703253,2,,17724;70106;70115;70116,"Bilaspur, Durg, Mahasamund, Raipur (Adm2). "
2007-0311-IND,2007,0311,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",Monsoonal rain,,,,,,,,Km2,23.92,91.23,,,2007,7,21,2007,8,3,,,,,,,,,,,,70.848792703253,2,,17886;17887,"South Tripura, West Tripura (Adm2). "
2007-0320-IND,2007,0320,FL-2007-000096,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",Monsoonal rain,,,,,,,483900,Km2,22.63,88.49,,"Ganga, Brahmaputra, Meghana rivers",2007,7,3,2007,9,22,1103,,18700000,,18700000,,,,,,,70.848792703253,1,1487;1504;1511;70073;70081,,"Assam, Bihar, Orissa, Uttar Pradesh, West Bengal (Adm1). "
2007-0415-IND,2007,0415,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Gujarat province,Monsoonal rain,,,,,,,133800,Km2,22.68,70.93,,,2007,8,8,2007,8,15,16,,,,,,,,,,,70.848792703253,1,1491,,Gujarat (Adm1). 
2007-0469-IND,2007,0469,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",Monsoonal rain,,,,,,,90280,Km2,15.71,79.88,,"Tungabhadra, Pennar, Hundri, Kundu",2007,9,16,2007,10,7,94,,20000,,20000,,,,,,,70.848792703253,2,,17548;17550;17554;17556;17557;17558;17560;17561;17568;70163,"Anantapur, Cuddapah, Gadag, Karimnagar, Krishna, Kurnool, Mahbubnagar, Nalgonda, Nellore, Warangal (Adm2). "
2007-0524-IND,2007,0524,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu province",Heavy rain,,,,,,,76740,Km2,12.73,79.7,,"Mamidikalva and other canals at Naidupet, Pannaiyar, Vellar, Gedilam, Paravanarul, Kollidam, Old Kollidam and the Manimautharu",2007,10,27,2007,11,1,29,,50000,,50000,,,,,,,70.848792703253,1,1485;1508,,"Andhra Pradesh, Tamil Nadu (Adm1). "
2007-0596-IND,2007,0596,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",Monsoonal rain,,,,,,,15360,Km2,20.45,86.2,,"Bansadhara, Subamarekha, Jalaka, Kharasrota, Brahmani",2007,8,3,2007,8,27,15,,500000,,500000,,,,,,,70.848792703253,2,,17809;17818;70214;70215;70219,"Cuttack, Jagatsinghpur, Jajpur, Khordha, Puri (Adm2). "
2007-0602-IND,2007,0602,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",Monsoonal rain,,,,,,,103600,Km2,27.58,95.26,,,2007,7,12,2007,10,10,96,,11100000,,11100000,,,,,,,70.848792703253,1,1487;1500;1501;70036;70037;70072,,"Arunachal Pradesh, Arunachal Pradesh (Administrative unit not available), Assam, Manipur, Meghalaya (Adm1). "
2007-0603-IND,2007,0603,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Kerala province,Monsoonal rain,,,,,,,21120,Km2,10.39,76.31,,,2007,7,16,2007,7,20,44,,35000,,35000,,,,,101151,142770,70.848792703253,1,1495,,Kerala (Adm1). 
2007-0556-IND,2007,0556,TC-2007-000208,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Sidr',India,IND,Southern Asia,Asia,"West Bengal, Orissa provinces",,,,,,,,,Kph,,,,,2007,11,15,2007,11,15,,,,,,,,,,,,70.848792703253,1,1504;1511,,"Orissa, West Bengal (Adm1). "
2007-0674-IND,2007,0674,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Jammu and Kashmir, Gujarat provinces",,,,,,,,2,°C,,,,,2007,12,,2008,1,,47,,,,,,,,,,,70.848792703253,1,1491;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70081,,"Gujarat, Jammu and Kashmir (Administrative unit not available), Uttar Pradesh (Adm1). "
2007-0207-IND,2007,0207,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",,,,,,,,45,°C,,,,,2007,4,,2007,6,,72,,,,,,,,,,,70.848792703253,1,1489;1505;1506;70081,,"Delhi, Punjab, Rajasthan, Uttar Pradesh (Adm1). "
2008-0246-IND,2008,0246,FL-2008-000089,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,1948,350600,Km2,25.18,91.54,,Kelegai river,2008,6,11,2008,7,21,1063,,7900000,,7900000,,,,,123000,167191,73.5687455355046,1;2,1490;1491;1492;1494;1495;1498;1504;1505;1506;1508;1511;70036;70037;70072;70073;70078;70079;70081;70082,17593;70087;70091,"Arunachal Pradesh, Arunachal Pradesh (Administrative unit not available), Bihar, Goa, Gujarat, Haryana, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Orissa, Punjab, Rajasthan, Tamil Nadu, Uttar Pradesh, Uttarakhand, West Bengal (Adm1). Dhemaji, Lakhimpur, Sonitpur (Adm2). "
2008-0423-IND,2008,0423,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2008,9,14,2008,9,21,173,,,2400000,2400000,,,,,,,73.5687455355046,1,1493;1504;70081,,"Himachal Pradesh, Orissa, Uttar Pradesh (Adm1). "
2008-0486-IND,2008,0486,FL-2008-000145,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province","River Kosi in Nepal discharged huge levels of water, monsoonal rains",Broken Dam/Burst bank,,,,Yes,,80590,Km2,22.044,94.55,,Brahmaputra river,2008,8,30,2008,9,8,47,,2600000,,2600000,,,,,20000,27185,73.5687455355046,1;2,1487,17595;17596;17608;17609;17612;17613;17615;17618;17619;17621;17624;17628;17632;70094;70102;70104,"Assam (Adm1). Araria, Begusarai, Bhagalpur, Katihar, Khagaria, Madhepura, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purnia, Saharsa, Saran, Sheikhpura, Supaul, Vaishali (Adm2). "
2008-0646-IND,2008,0646,,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,India,IND,Southern Asia,Asia,Uttar Pradesh province,,Flood,,,,,,110,Kph,,,,,2008,5,14,2008,5,14,111,50,,,50,,,,,25000,33982,73.5687455355046,1,70081,,Uttar Pradesh (Adm1). 
2008-0560-IND,2008,0560,TC-2008-000237,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",Tropical cyclone Nisha,,,,,,,,Km2,,,,,2008,11,27,2008,12,4,54,,803740,,803740,,,,,,,73.5687455355046,2,,17866;17870;17876;17878;17884;70226;70228;70242;70243;70247;70251;70255,"Chennai, Cuddalore, Kanniyakumari, Karaikal, Nagapattinam, Puducherry, Pudukkottai, Ramanathapuram, Thiruvallur, Thoothukudi, Tirunelveli Kattabo, Villupuram (Adm2). "
2008-0285-IND,2008,0285,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,,,,,,,Km2,,,,,2008,7,5,2008,7,14,,,50000,,50000,,,,,,,73.5687455355046,1,1487;1490;1491;1492;1494;1495;1498;1504;1505;1506;1508;1511;70073;70078;70079;70081;70082,,"Assam, Bihar, Goa, Gujarat, Haryana, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Orissa, Punjab, Rajasthan, Tamil Nadu, Uttar Pradesh, Uttarakhand, West Bengal (Adm1). "
2008-0415-IND,2008,0415,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",Heavy monsoonal rain,,,,,,,75490,Km2,16.65,81.38,,Munneru,2008,9,5,2008,9,11,74,,,,,,,,,,,73.5687455355046,2,,17552;17555;17556;17569,"Guntur, Khammam, Krishna, West Godavari (Adm2). "
2008-0615-IND,2008,0615,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",Monsoonal rain,,,,,,,283800,Km2,27.5,89.79,,,2008,7,20,2008,8,8,142,,225000,,225000,,,,,,,73.5687455355046,1;2,70073;70081,70089;70091,"Bihar, Uttar Pradesh (Adm1). Jorhat, Lakhimpur (Adm2). "
2008-0062-IND,2008,0062,LS-2008-000007,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),Heavy snow fall,,,,,,,,,,,,,2008,2,8,2008,2,8,37,,,,,,,,,,,73.5687455355046,2,,72789;72802,Administrative unit not available (Adm2). 
2008-0616-IND,2008,0616,,Natural,Meteorological,Extreme temperature ,Cold wave,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Bihar, Haryana, Punjab, Himachal Pradesh, Uttarakhand, Jammu and Kashmir provinces",,,,,,,,4,°C,,,,,2008,12,,2009,1,,70,,,,,,,,,,,73.5687455355046,1,1492;1493;1505;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70073;70081;70082,,"Bihar, Haryana, Himachal Pradesh, Jammu and Kashmir (Administrative unit not available), Punjab, Uttar Pradesh, Uttarakhand (Adm1). "
2009-0204-IND,2009,0204,TC-2009-000105,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Aila""",India,IND,Southern Asia,Asia,"Sagar, Namkhana, Kakdwip, Pathar Pratima, Canning, Basanti, Mathurapur, Kultali villages (South 24 Parganas district, West Bengal province), Kolkata, North 24 Parganas, Haora, Hugli, Darjiling districts (West Bengal province)",,Flood,"Slide (land, mud, snow, rock)",,,,,110,Kph,,,,,2009,5,25,2009,5,25,96,,5100000,,5100000,,,,,,,73.3071767219387,2,,17948;17949;17950;70292;70293;70294,"Darjiling, Haora, Hugli, Kolkata, North 24 Parganas, South 24 Parganas (Adm2). "
2009-0130-IND,2009,0130,,Natural,Meteorological,Storm,Convective storm,Tornado,,India,IND,Southern Asia,Asia,Kendrapara district (Orissa province),,Hail,,,,,,,Kph,,,,,2009,3,31,2009,3,31,15,50,5000,4000,9050,,,,,,,73.3071767219387,2,,70218,Kendrapara (Adm2). 
2009-0175-IND,2009,0175,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Orissa, West Bengal, Bihar, Uttar Pradesh, Jharkhand, Andhra Pradesh provinces",,,,,,,,48,°C,,,,,2009,4,14,2009,6,26,120,25,,,25,,,,,,,73.3071767219387,1,1485;1504;1511;70073;70078;70081,,"Andhra Pradesh, Bihar, Jharkhand, Orissa, Uttar Pradesh, West Bengal (Adm1). "
2007-0683-IND,2007,0683,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",Heavy rains,Rain,,,,,,,Km2,,,,,2007,2,11,2007,2,16,40,8,,,8,,,,,,,70.848792703253,1,1506;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70079;70081,,"Jammu and Kashmir (Administrative unit not available), Madhya Pradesh, Rajasthan, Uttar Pradesh (Adm1). "
